Original Affiliation,Canonical Affiliation,Cluster ID
"Department of Physics, University of Puerto Rico, San Juan, 00936, PR, United States","Department of Physics, University of Puerto Rico, San Juan, PR 00931, United States",2707
"Department of Physics, University of Puerto Rico, San Juan, PR 00931, United States","Department of Physics, University of Puerto Rico, San Juan, PR 00931, United States",2707
"Department of Quantum Matter Physics, University of Geneva, 24 Quai Ernest-Ansermet, Geneva 4, 1211, Switzerland","Department of Quantum Matter Physics, University of Geneva, 24 Quai Ernest-Ansermet, Geneva 4, 1211, Switzerland",2708
"Departments of Chemistry and Electrical Engineering, Rice Quantum Institute, Rice University, Houston, TX 77251, United States","Department of Electrical Engineering, Rice Quantum Institute, Rice University, Houston, TX 77005, United States",2709
"Department of Electrical Engineering, Rice Quantum Institute, Rice University, Houston, TX 77005, United States","Department of Electrical Engineering, Rice Quantum Institute, Rice University, Houston, TX 77005, United States",2709
"Dept. of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN 46556, United States","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, United States",2710
"Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN 46556-5670, United States","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, United States",2710
"Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, United States","Department of Chemistry and Biochemistry, University of Notre Dame, Notre Dame, IN, United States",2710
"Dept. of Elec. and Comp. Engineering, Vanderbilt University, Nashville, TN 37235, United States","Dept. of Elec. and Comp. Engineering, Vanderbilt University, Nashville, TN 37235, United States",2711
"Division of Optical Sciences, U.S. Naval Research Laboratory, Washington, DC 20375, United States","Division of Optical Sciences, U.S. Naval Research Laboratory, Washington, DC 20375, United States",2712
"Division of Optical Sciences, Code 5611, U.S. Naval Research Laboratory, Washington, DC 20375, United States","Division of Optical Sciences, U.S. Naval Research Laboratory, Washington, DC 20375, United States",2712
"Duke University, Durham, NC, United States","Duke Univ, Durham, NC, United States",2713
"Duke Univ, Durham, NC, United States","Duke Univ, Durham, NC, United States",2713
"Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, 48109, MI, United States","Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, 48109, MI, United States",2714
"Electrical Engineering and Computer Science Department, University of Michigan, Ann Arbor, 48109-2122, MI, United States","Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, 48109, MI, United States",2714
"Environ. Molec. Sciences Laboratory, Pac. Northwest National Laboratory, Richland, WA 99352, United States","Environ. Molec. Sciences Laboratory, Pac. Northwest National Laboratory, Richland, WA 99352, United States",2715
"Experimentelle Physik 2, Technische Universit?t Dortmund, Otto-Hahn-Stra?e 4a, Dortmund, D-44227, Germany","Experimentelle Physik 2, Technische Universit?t Dortmund, Otto-Hahn-Stra?e 4a, Dortmund, D-44227, Germany",2716
"Faculty of Materials Science and Chemistry, China University of Geosciences, Wuhan, 430074, China","Faculty of Materials Science and Chemistry, China University of Geosciences, Wuhan, 430074, China",2717
"Ferdinand-Braun-Institut GGmbH, Leibniz-Institut für H?chstfrequenztechnik, Gustav-Kirchhoff-Str. 4, Berlin, 12489, Germany","Ferdinand-Braun-Institut GGmbH, Leibniz-Institut für H?chstfrequenztechnik, Gustav-Kirchhoff-Str. 4, Berlin, 12489, Germany",2718
"Ford Motor Company, United States","Ford Motor Company, United States",2719
"Freescale Semiconductor, Austin, TX 78721, United States","Freescale Semiconductor, Austin, TX, United States",2720
"Freescale Semiconductor, Austin, TX, United States","Freescale Semiconductor, Austin, TX, United States",2720
"Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, Berlin, 14195, Germany","Fritz-Haber-Institut der Max-Planck-Gesellschaft, Faradayweg 4-6, Berlin, 14195, Germany",2721
"GE Corp. Research and Development, Schenectady, NY 12301, United States","GE Corp. Research and Development, Schenectady, NY 12301, United States",2722
"General Electric Company, Electronics Laboratory, Syracuse, NY 13221, United States","General Electric Company, Electronics Laboratory, Syracuse, NY 13221, United States",2723
"Gigaphoton Inc., United States","Gigaphoton Inc., United States",2724
"GLOBALFOUNDRIES, 2070 Route 52, Hopewell Junction, 12533, NY, United States","GLOBALFOUNDRIES, 2070 Route 52, Hopewell Junction, 12533, NY, United States",2725
"Globalfoundries, Hopewell Junction, 12533, NY, United States","Globalfoundries, Hopewell Junction, 12533, NY, United States",2726
"GLOBALFOUNDRIES, New York, 12020, United States","GLOBALFOUNDRIES, New York, 12020, United States",2727
"GLOBALFROUNDRIES, United States","GLOBALFROUNDRIES, United States",2728
"Gordon McKay Laboratory, Harvard University, Cambridge, MA 02138, United States","Gordon McKay Laboratory, Harvard University, Cambridge, MA 02138, United States",2729
"Gresham, OR, United States","Gresham, OR, United States",2730
"IBM Microelectronics, Essex Junction, VT 05452, 1000 River Street, United States","IBM Microelectronics, Essex Junction, VT 05452, 1000 River Road, United States",2731
"IBM Microelectronics, Essex Junction, VT 05452, 1000 River Road, United States","IBM Microelectronics, Essex Junction, VT 05452, 1000 River Road, United States",2731
"IBM Microelectronics, Semiconductor Research and Development Center, Hopewell Junction, NY, United States","IBM Microelectronics, Semiconductor Research and Development Center, Hopewell Junction, NY, United States",2732
"IBM Microelectronics Semiconductor Research and Development Center(SRDC), Hopewell Junction, NY 12533, United States","IBM Microelectronics, Semiconductor Research and Development Center, Hopewell Junction, NY, United States",2732
"IBM Research Europe, Rüschlikon, Switzerland","IBM Research Europe, Rüschlikon, Switzerland",2733
"IBM Semiconductor Technology Research and Development, Albany, 12203, NY, United States","IBM Semiconductor Technology Research and Development, Albany, 12203, NY, United States",2734
"IBM T.J. Watson Research Center, United States","IBM T.J. Watson Research Center, United States",2735
"IBM T. J. Watson Research Center, United States","IBM T.J. Watson Research Center, United States",2735
"IBM, Yorktown Heights, NY, United States","IBM, Yorktown Heights, NY, United States",2736
"IEEE, United States, Department of Electrical Engineering, University of California, Los Angeles, CA 90095, United States","IEEE, United States, Department of Electrical Engineering, University of California, Los Angeles, CA 90095, United States",2737
"Imec, Leuven, Kapeldreef 75, Belgium","Imec, Leuven, Kapeldreef 75, Belgium",2738
"Indian Institute of Technology, Kanpur, India","Indian Institute of Technology, Kanpur, India",2739
"Infineon Technologies, Richmond, VA, United States","Infineon Technologies, Richmond, VA, United States",2740
"INFN-LNF, via E. Fermi 54, Frascati, 00044, Italy","INFN-LNF, via E. Fermi 54, Frascati, 00044, Italy",2741
"Institut für Physik, Universit?t Mainz, Mainz, Germany","Institut für Physik, Universit?t Mainz, Mainz, Germany",2742
"Institute of Applied Physics, Abbe Center of Photonics, Friedrich Schiller University Jena, Jena, 07745, Germany","Institute of Applied Physics, Abbe Center of Photonics, Friedrich Schiller University Jena, Jena, 07745, Germany",2743
"Institute of Multidisciplinary Research for Advanced Materials, Tohoku University, Sendai, 980-8577, Japan","Institute of Multidisciplinary Research for Advanced Materials, Tohoku University, Sendai, 980-8577, Japan",2744
"Institute of Nanochemistry and Nanobiology, School of Environmental and Chemical Engineering, Shanghai University, Shanghai, 200444, China","Institute of Nanochemistry and Nanobiology, School of Environmental and Chemical Engineering, Shanghai University, Shanghai, 200444, China",2745
"Instituto de Fisica Corpuscular (IFIC), Centro Mixt Univ. de Valencia - CSIC, Apdo. 22085, ES - 46071 Valencia, Spain","Instituto de Fisica Corpuscular (IFIC), Centro Mixt Univ. de Valencia - CSIC, Apdo. 22085, ES - 46071 Valencia, Spain",2746
"Intel Corporation, 5000 W Chandler Blvd, Chandler, 85226, AZ, United States","Intel Corporation, 5000 W Chandler Blvd, Chandler, 85226, AZ, United States",2747
"Japan Aerospace Exploration Agency, Institute of Space and Astronautical Science, Sagamihara, Kanagawa, Japan","Japan Aerospace Exploration Agency, Institute of Space and Astronautical Science, Sagamihara, Kanagawa, Japan",2748
"JDSU Corp., 430 N. McCarthy Blvd., Milpitas, 95035, CA, United States","JDSU Corp., 430 N. McCarthy Blvd., Milpitas, 95035, CA, United States",2749
"Key Laboratory for Micro-Nano Physics and Technology of Hunan Province, College of Physics and Microelectronics Science, Hunan University, Changsha 410082, China","Key Laboratory for Micro-Nano Physics and Technology of Hunan Province, College of Physics and Microelectronics Science, Hunan University, Changsha 410082, China",2750
"Key Laboratory of Physics and Technology for Advanced Batteries (Ministry of Education), College of Physics, Jilin University, Changchun, 130012, China","Key Laboratory of Physics and Technology for Advanced Batteries (Ministry of Education), College of Physics, Jilin University, Changchun, 130012, China",2751
